,anharmfreq,rOH,rHO,rOO,tOHO,EFddec,EFddec_tot,EFddec_proj_HO,sOH,sOHQM,EFddec_perp
117,2938.782,0.9964533525459179,1.8194493539305,2.7893201236706204,163.517703934086,0.04827430696050199,0.049618720498507005,0.04800181892512901,0.858427659437997,0.7391,0.011472084003883998
118,2936.5640000000003,0.996323816437206,1.8177962067844702,2.78748481219181,163.498014864699,0.048432894234668,0.049772773111477,0.048148262787004,0.8581317972766809,0.7381,0.011470993821814
119,3530.6620000000003,0.9738543507629851,3.0,3.5,100.0,0.035505587574702006,0.03728547861110099,0.0,0.9833534857164191,0.9116,0.011382449922317999
120,3495.764,0.9759086461856991,2.46638414799792,2.94870036931373,110.16377943485399,0.060353588971439005,0.060363845166282,0.020163234554531003,0.948347001314736,0.8377,0.0011127001058239998
121,2485.333,1.01212359917156,1.6969256797699899,2.6945357960868197,167.733207158487,0.06472798483202999,0.067313936783651,0.065876713507358,0.8153639032675328,0.7043,0.018478475719001998
122,2485.894,1.01232422424834,1.69692130589488,2.69470999801463,167.72463982822399,0.064731038428578,0.06731556198228,0.06588102746149299,0.815363344361674,0.7041,0.01847369884317
123,3395.946,0.980376120782223,2.13153368340732,3.0375919817019503,152.95506490966298,0.061905424142137004,0.062275589544342,0.0520533157878,0.928889603562443,0.8266,0.0067799347251609994
124,3510.665,0.9758852501190899,3.0,3.5,100.0,0.068136469819016,0.068177011000033,0.0,0.9307175163605529,0.7958,0.002350810392383
125,3510.5240000000003,0.9758860905863941,3.0,3.5,100.0,0.050927128873735995,0.050955303361700004,0.0,0.9937443423847909,0.8893,0.0016942506782589998
126,3548.823,0.9738182118342209,3.0,3.5,100.0,0.034754079845500004,0.036224386447554005,0.0,0.9804506133213291,0.8764,0.010215679497434
127,2837.5040000000004,0.9985878573766039,1.72172117574246,2.60829346544824,145.732196938168,0.09538231881485099,0.095507268103162,0.07871741891620401,0.8549698822229179,0.7428,0.004883801596235
128,3569.097,0.9721196546722041,3.0,3.5,100.0,0.037838589989977994,0.038883070381386,0.0,0.987890094401153,0.8781,0.008951774676237
129,3504.577,0.976372011786491,2.49174737116346,2.96329762637842,109.43513744121799,0.01640331163852,0.016808702224402,0.002085479607537,0.974764523146675,0.8212,0.003669310256464
130,3161.7509999999997,0.9900217933459861,1.9382335826468402,2.7149435815500897,133.341068883795,0.041162744417579,0.041459303207667,0.029746468788668,0.9150235588382021,0.7697,0.004949979240196
131,2483.531,1.01500107635411,1.6463661443919502,2.65110670852759,169.637820026548,0.06140462613171499,0.06229614977900401,0.061030407575554994,0.8031698182330089,0.6973,0.010501531646022
132,2938.297,0.9987960653206441,1.7463905687159398,2.7260909450346698,165.942261890585,0.049888595243282,0.050561363741675996,0.0483023393901,0.838629943947413,0.7321,0.008220679294929
133,2951.341,0.9961299432303001,1.7380267431777299,2.6871998066948803,157.89261436501698,0.046482921496491,0.04651912027637901,0.043468302238021,0.837906529135428,0.7446,0.0018348189118420001
